family,exp_id,prompt_version,metric,unit,stratum_kind,stratum,n,k,estimate,wilson_lo,wilson_hi,ci_width,n_rest,k_rest,estimate_rest,difference,fisher_p,p_bh,n_in_bh_family,n_excluded_tie,ci_method,test,note
sensitivity_gold_v2,e1_v2d,v2d,category_match,case,language,zh-tw,35,30,0.857143,0.706244,0.937398,0.231153,35,32,0.914286,-0.057143,0.709590,,40,0,wilson,fisher_exact_conditional,"recomputed on gold v2, the majority label of the three blind human annotators (docs/PREREGISTRATION.md section 9, entry dated 2026-09-19). Sensitivity analysis, not confirmatory: no multiplicity correction is applied to this family, the adjusted p-value columns are empty, and p_raw is the p-value to read. The v1.1 version of this row is the pre-registered result and is in the file of the same name without the gold_v2 suffix; this row is the gold v2 version of a exploratory_bh_strata_degraded row; members are the consecutive block case-001..case-035, written as one quota fill rather than drawn across the dataset"
sensitivity_gold_v2,e1_v2d,v2d,category_match,case,language,en,28,25,0.892857,0.728041,0.962882,0.234840,42,37,0.880952,0.011905,1.000000,,40,0,wilson,fisher_exact_conditional,"recomputed on gold v2, the majority label of the three blind human annotators (docs/PREREGISTRATION.md section 9, entry dated 2026-09-19). Sensitivity analysis, not confirmatory: no multiplicity correction is applied to this family, the adjusted p-value columns are empty, and p_raw is the p-value to read. The v1.1 version of this row is the pre-registered result and is in the file of the same name without the gold_v2 suffix; this row is the gold v2 version of a exploratory_bh_strata_degraded row; members are the consecutive block case-036..case-063, written as one quota fill rather than drawn across the dataset"
sensitivity_gold_v2,e1_v2d,v2d,category_match,case,language,mixed,7,7,1.000000,0.645670,1.000000,0.354330,63,55,0.873016,0.126984,1.000000,,40,0,wilson,fisher_exact_conditional,"recomputed on gold v2, the majority label of the three blind human annotators (docs/PREREGISTRATION.md section 9, entry dated 2026-09-19). Sensitivity analysis, not confirmatory: no multiplicity correction is applied to this family, the adjusted p-value columns are empty, and p_raw is the p-value to read. The v1.1 version of this row is the pre-registered result and is in the file of the same name without the gold_v2 suffix; this row is the gold v2 version of a exploratory_bh_strata_degraded row; members are the consecutive block case-064..case-070, written as one quota fill rather than drawn across the dataset"
sensitivity_gold_v2,e1_v2d,v2d,category_match,case,difficulty,easy,45,42,0.933333,0.821434,0.977068,0.155634,25,20,0.800000,0.133333,0.123672,,40,0,wilson,fisher_exact_conditional,"recomputed on gold v2, the majority label of the three blind human annotators (docs/PREREGISTRATION.md section 9, entry dated 2026-09-19). Sensitivity analysis, not confirmatory: no multiplicity correction is applied to this family, the adjusted p-value columns are empty, and p_raw is the p-value to read. The v1.1 version of this row is the pre-registered result and is in the file of the same name without the gold_v2 suffix; this row is the gold v2 version of a exploratory_bh_strata_degraded row; 45 cases, not a consecutive block"
sensitivity_gold_v2,e1_v2d,v2d,category_match,case,difficulty,ambiguous,17,15,0.882353,0.656636,0.967120,0.310484,53,47,0.886792,-0.004440,1.000000,,40,0,wilson,fisher_exact_conditional,"recomputed on gold v2, the majority label of the three blind human annotators (docs/PREREGISTRATION.md section 9, entry dated 2026-09-19). Sensitivity analysis, not confirmatory: no multiplicity correction is applied to this family, the adjusted p-value columns are empty, and p_raw is the p-value to read. The v1.1 version of this row is the pre-registered result and is in the file of the same name without the gold_v2 suffix; this row is the gold v2 version of a exploratory_bh_strata_degraded row; 17 cases, not a consecutive block"
sensitivity_gold_v2,e1_v2d,v2d,category_match,case,difficulty,edge,8,5,0.625000,0.305742,0.863156,0.557413,62,57,0.919355,-0.294355,0.042752,,40,0,wilson,fisher_exact_conditional,"recomputed on gold v2, the majority label of the three blind human annotators (docs/PREREGISTRATION.md section 9, entry dated 2026-09-19). Sensitivity analysis, not confirmatory: no multiplicity correction is applied to this family, the adjusted p-value columns are empty, and p_raw is the p-value to read. The v1.1 version of this row is the pre-registered result and is in the file of the same name without the gold_v2 suffix; this row is the gold v2 version of a exploratory_bh_strata_degraded row; members: case-012, case-015, case-020, case-025, case-034, case-043, case-055, case-068"
sensitivity_gold_v2,e1_v2d,v2d,category_match,case,category,billing,20,18,0.900000,0.698966,0.972134,0.273167,50,44,0.880000,0.020000,1.000000,,40,0,wilson,fisher_exact_conditional,"recomputed on gold v2, the majority label of the three blind human annotators (docs/PREREGISTRATION.md section 9, entry dated 2026-09-19). Sensitivity analysis, not confirmatory: no multiplicity correction is applied to this family, the adjusted p-value columns are empty, and p_raw is the p-value to read. The v1.1 version of this row is the pre-registered result and is in the file of the same name without the gold_v2 suffix; this row is the gold v2 version of a exploratory_bh_strata_degraded row; 20 cases, not a consecutive block"
sensitivity_gold_v2,e1_v2d,v2d,category_match,case,category,technical,20,17,0.850000,0.639581,0.947631,0.308050,50,45,0.900000,-0.050000,0.680178,,40,0,wilson,fisher_exact_conditional,"recomputed on gold v2, the majority label of the three blind human annotators (docs/PREREGISTRATION.md section 9, entry dated 2026-09-19). Sensitivity analysis, not confirmatory: no multiplicity correction is applied to this family, the adjusted p-value columns are empty, and p_raw is the p-value to read. The v1.1 version of this row is the pre-registered result and is in the file of the same name without the gold_v2 suffix; this row is the gold v2 version of a exploratory_bh_strata_degraded row; 20 cases, not a consecutive block"
sensitivity_gold_v2,e1_v2d,v2d,category_match,case,category,general,16,13,0.812500,0.569911,0.934084,0.364173,54,49,0.907407,-0.094907,0.371542,,40,0,wilson,fisher_exact_conditional,"recomputed on gold v2, the majority label of the three blind human annotators (docs/PREREGISTRATION.md section 9, entry dated 2026-09-19). Sensitivity analysis, not confirmatory: no multiplicity correction is applied to this family, the adjusted p-value columns are empty, and p_raw is the p-value to read. The v1.1 version of this row is the pre-registered result and is in the file of the same name without the gold_v2 suffix; this row is the gold v2 version of a exploratory_bh_strata_degraded row; 16 cases, not a consecutive block"
sensitivity_gold_v2,e1_v2d,v2d,category_match,case,category,account,14,14,1.000000,0.784689,1.000000,0.215311,56,48,0.857143,0.142857,0.343089,,40,0,wilson,fisher_exact_conditional,"recomputed on gold v2, the majority label of the three blind human annotators (docs/PREREGISTRATION.md section 9, entry dated 2026-09-19). Sensitivity analysis, not confirmatory: no multiplicity correction is applied to this family, the adjusted p-value columns are empty, and p_raw is the p-value to read. The v1.1 version of this row is the pre-registered result and is in the file of the same name without the gold_v2 suffix; this row is the gold v2 version of a exploratory_bh_strata_degraded row; 14 cases, not a consecutive block"
